genus,genus_class,accession,organism_name,named_species,assembly_level,total_length,max_ani_same_genus,align_frac_query_same_genus,closest_training_ref_same_genus,level,cross_genus_leak,keep,max_ani_any_genus,closest_training_ref_any_genus,closest_training_genus_any,audit_ani_same_genus_minaf0,audit_align_frac_minaf0
Ralstonia,98,GCF_021173085.2,Ralstonia wenshanensis,True,Complete Genome,5310536,91.54,69.12,GCF_000227255,L2_species,0,1,91.54,GCF_000227255,Ralstonia,91.54,69.12
Ralstonia,98,GCF_024925465.1,Ralstonia pseudosolanacearum,True,Complete Genome,5690309,84.56,22.14,GCF_000227255,L2_species,0,1,84.56,GCF_000227255,Ralstonia,84.56,22.14
Ralstonia,98,GCF_037101365.1,Ralstonia syzygii subsp. indonesiensis,True,Complete Genome,5521407,84.51,24.51,GCF_000227255,L2_species,0,1,84.51,GCF_000227255,Ralstonia,84.51,24.51
Ralstonia,98,GCF_050626975.1,Ralstonia thomasii,True,Complete Genome,5138688,95.71,85.31,GCF_000227255,L1_strain,0,1,95.71,GCF_000227255,Ralstonia,95.71,85.31
Robinsoniella,99,GCF_042680125.1,Robinsoniella peoriensis,True,Scaffold,7464303,99.06,65.85,UMGS271,L0_dup,0,0,99.06,UMGS271,Robinsoniella,99.06,65.85
Roseburia,100,GCF_000225345.1,Roseburia hominis A2-183,True,Complete Genome,3592125,,,,L2_far,0,1,,,,99.26,0.1
Roseburia,100,GCF_001940165.2,Roseburia sp. 831b,False,Complete Genome,3368602,,,,L2_far,0,1,,,,98.52,0.03
Roseburia,100,GCF_001940225.2,Roseburia sp. 499,False,Complete Genome,3381825,,,,L2_far,0,1,,,,98.14,0.23
Roseburia,100,GCF_014287515.2,Roseburia rectibacter,True,Complete Genome,3959994,98.84,78.99,UMGS147,L1_strain,0,1,98.84,UMGS147,Roseburia,98.84,78.99
Roseburia,100,GCF_045061065.1,Roseburia faecis,True,Complete Genome,3385415,,,,L2_far,1,0,98.5,UMGS2010,Lachnobacterium,100.0,0.13
Roseburia,100,GCF_900537995.1,Roseburia intestinalis L1-82,True,Complete Genome,4493348,98.57,77.46,14207_7_83,L1_strain,0,1,98.57,14207_7_83,Roseburia,98.57,77.46
Rothia,101,GCF_000164695.2,Rothia dentocariosa ATCC 17931,True,Complete Genome,2506025,,,,L2_far,0,1,,,,85.01,1.31
Rothia,101,GCF_014217215.1,Rothia nasimurium,True,Complete Genome,2526221,,,,L2_far,0,1,,,,80.77,0.62
Rothia,101,GCF_014705925.2,Rothia terrae,True,Complete Genome,2660019,,,,L2_far,0,1,,,,82.09,0.33
Rothia,101,GCF_014705945.2,Rothia amarae,True,Complete Genome,2483880,,,,L2_far,0,1,,,,81.2,0.4
Rothia,101,GCF_016028855.1,Rothia kristinae,True,Complete Genome,2377741,,,,L2_far,0,1,,,,79.62,0.58
Rothia,101,GCF_016726365.1,Rothia aeria,True,Complete Genome,2583917,,,,L2_far,0,1,,,,84.24,1.1
Rothia,101,GCF_029850985.2,Rothia similimucilaginosa,True,Complete Genome,2089287,87.33,30.49,UMGS774,L2_species,0,1,87.33,UMGS774,Rothia,87.33,30.49
Rothia,101,GCF_052232265.1,Rothia koreensis,True,Complete Genome,2908889,,,,L2_far,0,1,,,,81.08,0.34
Ruminococcus,102,GCF_000723465.1,Ruminococcus bicirculans (ex Wegman et al. 2014),True,Complete Genome,2968500,97.88,79.54,21673_4_22,L1_strain,0,1,97.88,21673_4_22,Ruminococcus,98.86,0.59
Ruminococcus,102,GCF_005601135.1,Ruminococcus bovis,True,Complete Genome,2440231,,,,L2_far,0,1,,,,97.22,0.19
Ruminococcus,102,GCF_025151995.1,Ruminococcus gauvreauii,True,Complete Genome,4145839,,,,L2_far,0,1,,,,100.0,0.02
Ruminococcus,102,GCF_027942055.1,Ruminococcus sp. FMB-CY1,False,Complete Genome,2375995,,,,L2_far,0,1,,,,100.0,0.14
Ruminococcus,102,GCF_045819885.1,Ruminococcus sp. NATIVEDY160,False,Complete Genome,2427278,,,,L2_far,0,1,,,,100.0,0.03
Ruminococcus,102,GCF_045819895.1,Ruminococcus sp. NATIVEDY161,False,Complete Genome,2475787,,,,L2_far,0,1,,,,91.68,0.25
Ruminococcus,102,GCF_049562855.1,Ruminococcus callidus,True,Complete Genome,3228728,99.96,95.3,GCF_000468015,L0_dup,0,0,99.96,GCF_000468015,Ruminococcus,100.0,0.03
Ruminococcus,102,GCF_058119865.1,Ruminococcus sp. 8Y-12,False,Complete Genome,4982813,,,,L2_far,0,1,,,,98.1,0.02
Sanguibacteroides,103,GCF_027666085.1,Sanguibacteroides sp. AM78-02pH3A,False,Scaffold,3361013,88.14,57.08,UMGS572,L2_species,0,1,88.14,UMGS572,Sanguibacteroides,88.14,57.08
Selenomonas,104,GCF_000208405.1,Selenomonas sputigena ATCC 35185,True,Complete Genome,2568361,,,,L2_far,0,1,,,,81.22,0.44
Selenomonas,104,GCF_001189555.1,Selenomonas sp. oral taxon 478,False,Complete Genome,2284135,,,,L2_far,0,1,,,,82.23,0.3
Selenomonas,104,GCF_001554015.1,Selenomonas sp. oral taxon 136,False,Complete Genome,2458072,,,,L2_far,0,1,,,,80.86,0.44
Selenomonas,104,GCF_001717585.1,Selenomonas sp. oral taxon 920,False,Complete Genome,2440121,,,,L2_far,0,1,,,,81.77,0.38
Selenomonas,104,GCF_037076525.1,Selenomonas sp. TAMA-11512,False,Complete Genome,2593422,,,,L2_far,0,1,,,,82.88,0.3
Selenomonas,104,GCF_051603425.1,Selenomonas oralis,True,Complete Genome,2601282,,,,L2_far,0,1,,,,97.23,0.17
Slackia,105,GCF_049191205.1,Slackia exigua,True,Complete Genome,1987822,,,,L2_far,0,1,,,,86.06,0.63
Slackia,105,GCF_900637575.1,Slackia heliotrinireducens,True,Complete Genome,3166158,,,,L2_far,0,1,,,,86.9,0.51
Sneathia,106,GCF_000973085.1,Sneathia vaginalis,True,Complete Genome,1330224,,,,L2_far,0,1,,,,83.46,9.61
Sneathia,106,GCF_042033325.1,Sneathia sanguinegens,True,Complete Genome,1305941,98.63,88.17,UMGS437,L1_strain,0,1,98.63,UMGS437,Sneathia,98.63,88.17
Solobacterium,107,GCF_036323475.1,Solobacterium moorei,True,Complete Genome,2615268,91.52,28.91,UMGS1737,L2_species,0,1,91.52,UMGS1737,Solobacterium,100.0,0.03
Sporolactobacillus,108,GCF_019930545.1,Sporolactobacillus terrae,True,Complete Genome,3344205,,,,L2_far,0,1,,,,,
Sporolactobacillus,108,GCF_040529185.1,Sporolactobacillus sp. Y61,False,Complete Genome,3224419,,,,L2_far,0,1,,,,79.34,0.09
Staphylococcus,109,GCF_000013425.1,Staphylococcus aureus subsp. aureus NCTC 8325,True,Complete Genome,2821361,,,,L2_far,0,1,,,,85.84,1.05
Staphylococcus,109,GCF_002442935.1,Staphylococcus nepalensis,True,Complete Genome,3007747,99.32,88.62,13154_4_43,L0_dup,0,0,99.32,13154_4_43,Staphylococcus,99.32,88.62
Staphylococcus,109,GCF_010365305.1,Staphylococcus ursi,True,Complete Genome,2896994,,,,L2_far,0,1,,,,89.19,0.52
Staphylococcus,109,GCF_029774255.1,Staphylococcus gallinarum,True,Complete Genome,2942339,,,,L2_far,0,1,,,,90.78,1.25
Staphylococcus,109,GCF_030294405.1,Staphylococcus casei,True,Complete Genome,2913362,,,,L2_far,0,1,,,,85.83,1.18
Staphylococcus,109,GCF_033597815.3,Staphylococcus halotolerans,True,Complete Genome,3018393,99.5,91.64,12718_7_23,L0_dup,0,0,99.5,12718_7_23,Staphylococcus,99.5,91.64
Staphylococcus,109,GCF_039237145.1,Staphylococcus parequorum,True,Complete Genome,2918407,,,,L2_far,0,1,,,,86.44,1.23
Staphylococcus,109,GCF_044794325.1,Staphylococcus pseudoxylosus,True,Complete Genome,2940356,94.64,85.5,12718_7_23,L2_species,0,1,94.64,12718_7_23,Staphylococcus,94.64,85.5
Streptococcus,110,GCF_001623565.1,Streptococcus marmotae,True,Complete Genome,2322791,,,,L2_far,0,1,,,,88.84,0.56
Streptococcus,110,GCF_001708305.1,Streptococcus himalayensis,True,Complete Genome,2275471,,,,L2_far,0,1,,,,89.35,0.34
Streptococcus,110,GCF_003086355.1,Streptococcus chenjunshii,True,Complete Genome,2443046,,,,L2_far,0,1,,,,96.82,0.18
Streptococcus,110,GCF_032595075.1,Streptococcus iners,True,Complete Genome,2315477,,,,L2_far,0,1,,,,87.83,0.24
Streptococcus,110,GCF_037076355.1,Streptococcus parapneumoniae,True,Complete Genome,2327012,91.62,47.19,UMGS146,L2_species,0,1,91.62,UMGS146,Streptococcus,91.62,47.19
Streptococcus,110,GCF_040836615.1,Streptococcus nasisuis,True,Complete Genome,2594199,,,,L2_far,0,1,,,,91.03,0.59
Streptococcus,110,GCF_900187085.1,Streptococcus merionis,True,Complete Genome,2384128,,,,L2_far,0,1,,,,96.34,0.05
Streptococcus,110,GCF_900475505.1,Streptococcus sanguinis,True,Complete Genome,2296927,86.54,23.01,GCF_000161955,L2_species,0,1,86.54,GCF_000161955,Streptococcus,89.34,1.26
Streptomyces,111,GCF_016598615.1,Streptomyces liliifuscus,True,Complete Genome,11347200,,,,L2_far,0,1,,,,81.24,1.61
Streptomyces,111,GCF_024298965.1,Streptomyces rapamycinicus NRRL 5491,True,Complete Genome,12466108,,,,L2_far,0,1,,,,81.85,1.92
Streptomyces,111,GCF_025908395.1,Streptomyces milbemycinicus,True,Complete Genome,12063392,,,,L2_far,0,1,,,,81.51,1.95
Streptomyces,111,GCF_030294945.1,Streptomyces graminofaciens,True,Complete Genome,11602651,,,,L2_far,0,1,,,,81.69,1.36
Streptomyces,111,GCF_035957715.1,Streptomyces phaeochromogenes,True,Complete Genome,11713170,,,,L2_far,0,1,,,,80.81,1.63
Streptomyces,111,GCF_036073155.1,Streptomyces mirabilis,True,Complete Genome,11832677,,,,L2_far,0,1,,,,81.62,1.48
Streptomyces,111,GCF_042466515.1,Streptomyces iranensis,True,Complete Genome,12213033,,,,L2_far,0,1,,,,81.4,2.04
Streptomyces,111,GCF_055597465.1,Streptomyces yongxingensis,True,Complete Genome,11310836,,,,L2_far,0,1,,,,81.66,2.34
Subdoligranulum,112,GCF_025152575.1,Subdoligranulum variabile,True,Complete Genome,3244954,87.14,31.76,UMGS795,L2_species,0,1,87.14,UMGS795,Subdoligranulum,87.14,31.76
Subdoligranulum,112,GCF_057005535.1,Subdoligranulum sp. DSM 23681,False,Complete Genome,3143997,,,,L2_far,0,1,,,,83.22,7.45
Succinatimonas,113,GCF_963931075.1,Succinatimonas hippei,True,Complete Genome,2864620,,,,L2_far,0,1,,,,,
Succiniclasticum,114,GCF_056977735.1,Succiniclasticum sp.,False,Scaffold,2495062,,,,L2_far,0,1,,,,80.14,0.62
Succiniclasticum,114,GCF_900112895.1,Succiniclasticum ruminis DSM 9236,True,Scaffold,2539887,,,,L2_far,0,1,,,,80.3,0.99
Sutterella,115,GCF_003609995.1,Sutterella megalosphaeroides,True,Complete Genome,2725161,,,,L2_far,0,1,,,,97.9,0.07
Sutterella,115,GCF_006337085.1,Sutterella faecalis,True,Complete Genome,2987884,,,,L2_far,0,1,,,,98.3,0.06
Sutterella,115,GCF_016724805.1,Sutterella wadsworthensis,True,Complete Genome,3026517,98.14,88.05,GCF_000186505,L1_strain,0,1,98.14,GCF_000186505,Sutterella,98.3,0.06
Treponema,116,GCF_000008185.1,Treponema denticola ATCC 35405,True,Complete Genome,2843201,,,,L2_far,0,1,,,,,
Treponema,116,GCF_000212415.1,Treponema brennaborense DSM 12168,True,Complete Genome,3055580,,,,L2_far,0,1,,,,,
Treponema,116,GCF_000214375.1,Treponema primitia ZAS-2,True,Complete Genome,4059867,,,,L2_far,0,1,,,,,
Treponema,116,GCF_000447675.1,Treponema pedis str. T A4,True,Complete Genome,2889325,,,,L2_far,0,1,,,,,
Treponema,116,GCF_008153345.1,Treponema phagedenis,True,Complete Genome,3372116,,,,L2_far,0,1,,,,85.94,0.07
Treponema,116,GCF_024181585.1,Treponema socranskii subsp. buccale,True,Complete Genome,2805741,,,,L2_far,0,1,,,,,
Treponema,116,GCF_024401155.1,Treponema putidum,True,Complete Genome,2762635,,,,L2_far,0,1,,,,96.65,0.03
Treponema,116,GCF_036492245.1,Treponema bryantii,True,Complete Genome,3516600,,,,L2_far,0,1,,,,86.99,0.09
Veillonella,117,GCF_002082765.1,Veillonella atypica,True,Complete Genome,2071952,96.15,83.22,GCF_000411535,L1_strain,0,1,96.15,GCF_000411535,Veillonella,96.53,0.23
Veillonella,117,GCF_013393365.1,Veillonella nakazawae,True,Complete Genome,2097818,94.91,61.82,UMGS1979,L2_species,0,1,94.91,UMGS1979,Veillonella,94.91,61.82
Veillonella,117,GCF_018406505.1,Veillonella orientalis,True,Complete Genome,2072807,94.35,61.16,UMGS1979,L2_species,0,1,94.35,UMGS1979,Veillonella,94.35,61.16
Veillonella,117,GCF_026057735.1,Veillonella rogosae,True,Complete Genome,2205714,96.48,81.48,UMGS16,L1_strain,0,1,96.48,UMGS16,Veillonella,96.48,81.48
Veillonella,117,GCF_900186885.1,Veillonella parvula,True,Complete Genome,2132142,95.13,85.17,GCF_000163735,L1_strain,0,1,95.13,GCF_000163735,Veillonella,95.13,85.17
Veillonella,117,GCF_900187285.1,Veillonella rodentium,True,Complete Genome,2041290,,,,L2_far,0,1,,,,89.29,0.5
Veillonella,117,GCF_900637515.1,Veillonella dispar,True,Complete Genome,2116915,94.96,70.12,UMGS1547,L2_species,0,1,94.96,UMGS1547,Veillonella,94.96,70.12
Weissella,118,GCF_001761545.1,Weissella soli,True,Complete Genome,1683184,,,,L2_far,0,1,,,,81.49,1.14
Weissella,118,GCF_001932615.1,Weissella jogaejeotgali,True,Complete Genome,2149545,83.79,24.8,GCF_000160575,L2_species,0,1,83.79,GCF_000160575,Weissella,83.79,24.8
Weissella,118,GCF_001951095.1,Weissella cibaria,True,Complete Genome,2363492,,,,L2_far,0,1,,,,81.97,1.56
Weissella,118,GCF_004771075.1,Weissella confusa,True,Complete Genome,2216758,,,,L2_far,0,1,,,,81.3,1.2
Weissella,118,GCF_011304355.1,Weissella coleopterorum,True,Complete Genome,1618880,,,,L2_far,0,1,,,,84.67,1.05
Weissella,118,GCF_014397255.1,Weissella diestrammenae,True,Complete Genome,1659381,,,,L2_far,0,1,,,,80.74,0.82
Weissella,118,GCF_014789145.1,Weissella viridescens,True,Complete Genome,1593241,,,,L2_far,0,1,,,,85.81,1.21
Weissella,118,GCF_036327715.1,Weissella paramesenteroides,True,Complete Genome,2007410,97.49,80.66,GCF_000160575,L1_strain,0,1,97.49,GCF_000160575,Weissella,97.49,80.66
Xylanibacter,119,GCF_000025925.1,Xylanibacter ruminicola 23,True,Complete Genome,3619559,,,,L2_far,0,1,,,,,
